,Accepted_Name,Accepted_ID,Family,Genus,Accepted_Rank,Accepted_Species,Accepted_Species_ID,Tested_for_Alkaloids,Alkaloids,Alk_classes_tested_for,Antimalarial_Use,Cardenolides,Steroids,In_Malarial_Region,Common_Name,Medicinal,Wiki_Page,native_tdwg3_codes,bio1,bio4,bio10,bio11,bio12,bio15,bio16,bio17,brkl_elevation,elevation,slope,soil_nitrogen,soil_ph,soil_soc,soil_depth,soil_ocs,soil_water_cap,latitude,longitude,kg_mode,kg_all,alk_diterpenoid,alk_imidazole,alk_indole,alk_indolizidine,alk_indolizine(to_confirm),alk_isoquinoline,alk_mia,alk_misc. one n,alk_misc. two n,alk_monoterpene,alk_naphthyridine,alk_peptide,alk_piperidine,alk_purine,alk_pyrazine,alk_pyridine,alk_pyrrole,alk_pyrrolidine,alk_pyrrolizidine,alk_quinazoline,alk_quinoline,alk_quinolizidine,alk_simple amine,alk_spermidine,alk_steroidal,alk_to_confirm,AntiBac_Metabolites,Poisonous,Spines,Hairs,Richness,Emergence,habit_hb,habit_li,habit_sc,habit_sh,habit_subsh,habit_tr,Activity_Antimalarial
4314,Hoya sororia,98698-1,Apocynaceae,Hoya,Species,Hoya sororia,98698-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['BIS'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.3317043372021991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
4316,Hoya spencii,60476557-2,Apocynaceae,Hoya,Species,Hoya spencii,60476557-2,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['SAM'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.3317043372021991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
4331,Hoya tamaleaaea,77101054-1,Apocynaceae,Hoya,Species,Hoya tamaleaaea,77101054-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['SAM'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.3317043372021991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
4335,Hoya tauensis,77130633-1,Apocynaceae,Hoya,Species,Hoya tauensis,77130633-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['SAM'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.3317043372021991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
4346,Hoya tiatuilaensis,77134237-1,Apocynaceae,Hoya,Species,Hoya tiatuilaensis,77134237-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['SAM'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.3317043372021991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
4351,Hoya trigonolobos,98715-1,Apocynaceae,Hoya,Species,Hoya trigonolobos,98715-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['BIS'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.3317043372021991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
4352,Hoya trukensis,98718-1,Apocynaceae,Hoya,Species,Hoya trukensis,98718-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['CRL'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.3317043372021991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
4355,Hoya × tuafanua,20007601-1,Apocynaceae,Hoya,Species,Hoya tuafanua,20007601-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['SAM'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.3317043372021991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
4356,Hoya uafatoensis,60473924-2,Apocynaceae,Hoya,Species,Hoya uafatoensis,60473924-2,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['SAM'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.3317043372021991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
4363,Hoya upoluensis,98721-1,Apocynaceae,Hoya,Species,Hoya upoluensis,98721-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['SAM'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.3317043372021991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
4375,Hoya vitiensis,98735-1,Apocynaceae,Hoya,Species,Hoya vitiensis,98735-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['FIJ'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.3317043372021991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
4382,Hoya whistleri,20005852-1,Apocynaceae,Hoya,Species,Hoya whistleri,20005852-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['SAM'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.3317043372021991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
4496,Ibatia mollis,98855-1,Apocynaceae,Ibatia,Species,Ibatia mollis,98855-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['CUB'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0171044593769089,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
4682,Lepinia marquisensis,994897-1,Apocynaceae,Lepinia,Species,Lepinia marquisensis,994897-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['MRQ'],26.3575000762939,47.6577491760254,27.0499992370605,25.75,1973.79528808594,20.2980003356934,591.305725097656,361.386505126953,0.0,0.0,0.0,,,,,,,-10.48613,-138.646,0.0,[0],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0024434941967012,0.0,0.0,0.0,0.0,1.0,0.0,1.0,
4683,Lepinia ponapensis,79760-1,Apocynaceae,Lepinia,Species,Lepinia ponapensis,79760-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['CRL'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0024434941967012,0.0,0.0,0.0,0.0,1.0,0.0,1.0,
4685,Lepinia taitensis,79762-1,Apocynaceae,Lepinia,Species,Lepinia taitensis,79762-1,0.0,,,0.0,,,0.0,0.0,0.0,1.0,['SCI'],25.6112499237061,77.3529968261719,26.5917491912842,24.5767498016357,2280.69580078125,42.4877510070801,904.543762207031,313.897735595703,32.6038780212402,33.5250015258789,1.24164116382599,397.0,55.8333320617676,465.888885498047,575.0,62.25,27.25,-17.567,-149.8166,0.0,"[1, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0024434941967012,0.0,0.0,0.0,0.0,1.0,0.0,1.0,
4687,Lepiniopsis trilocularis,79764-1,Apocynaceae,Lepiniopsis,Species,Lepiniopsis trilocularis,79764-1,0.0,,,0.0,,,0.0,1.0,0.0,0.0,['CRL'],27.0142498016357,17.5825004577637,27.1267509460449,26.7272491455078,3814.37036132812,24.5284996032715,1279.00219726562,672.057250976562,0.554016649723053,6.73999977111816,0.38325372338295,,,,2422.75,,37.3125,7.263681500000001,134.41205000000002,1.0,[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0012217470983506,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
4946,Marsdenia assimulata,99081-1,Apocynaceae,Marsdenia,Species,Marsdenia assimulata,99081-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],21.6747493743896,225.417007446289,24.4072494506836,18.7557506561279,1935.69555664062,43.036750793457,862.725524902344,226.372253417969,248.202209472656,287.402496337891,5.0483512878418,240.972229003906,53.1555557250977,429.088897705078,837.5,68.0714263916016,24.0625,-22.06972,166.46,1.0,"[14, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
4949,Marsdenia balansae,99084-1,Apocynaceae,Marsdenia,Species,Marsdenia balansae,99084-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
4953,Marsdenia billardierei,99091-1,Apocynaceae,Marsdenia,Species,Marsdenia billardierei,99091-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
4995,Marsdenia dognyensis,99132-1,Apocynaceae,Marsdenia,Species,Marsdenia dognyensis,99132-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],21.0324993133545,241.999252319336,23.9827499389648,17.878999710083,1708.02197265625,51.7254981994629,775.913757324219,200.423751831055,155.132965087891,390.399993896484,6.68746948242188,241.95832824707,53.0625,412.604156494141,1195.5,70.0,23.5,-21.62361,165.8667,1.0,[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
4997,Marsdenia dussii,153553-2,Apocynaceae,Marsdenia,Species,Marsdenia dussii,153553-2,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['WIN'],24.9947490692139,83.3452529907227,25.9179992675781,23.8150005340576,2646.89916992188,34.9884986877441,904.771484375,342.812744140625,260.191131591797,178.925003051758,3.25192022323608,444.027770996094,56.6153831481934,584.181823730469,749.5,77.0,30.4375,15.3645,-61.319,1.0,[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5002,Marsdenia elliptica,99143-1,Apocynaceae,Marsdenia,Species,Marsdenia elliptica,99143-1,0.0,,,0.0,,,0.0,0.0,0.0,1.0,['PUE'],23.790124893188448,123.470127105713,25.31650066375736,22.21787548065185,2141.99975585938,34.99962425231935,759.839385986328,296.3956298828125,474.3462524414065,440.34375,3.4949263334274248,343.711120605469,51.3854160308838,425.9791717529295,1444.0,81.0625,29.5625,18.20161,-66.5076,1.0,[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5005,Marsdenia ericoides,99146-1,Apocynaceae,Marsdenia,Species,Marsdenia ericoides,99146-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],19.355749130249,238.662506103516,22.3592491149902,16.2754993438721,2341.7939453125,43.7747497558594,966.551513671875,332.193756103516,244.922439575195,568.407470703125,7.83993339538574,263.111114501953,53.2820510864258,441.769226074219,631.75,68.0714263916016,25.25,-22.125,166.6258,1.0,[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5025,Marsdenia goromotoorum,77197972-1,Apocynaceae,Marsdenia,Species,Marsdenia goromotoorum,77197972-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5032,Marsdenia guillauminiana,77164448-1,Apocynaceae,Marsdenia,Species,Marsdenia guillauminiana,77164448-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5043,Marsdenia iriomotensis,99187-1,Apocynaceae,Marsdenia,Species,Marsdenia iriomotensis,99187-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NNS'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5046,Marsdenia kaalaensis,77164440-1,Apocynaceae,Marsdenia,Species,Marsdenia kaalaensis,77164440-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],22.9627494812012,211.768997192383,25.5317497253418,20.1892509460449,1446.61279296875,54.5977516174316,655.976745605469,140.702255249023,174.246536254883,217.047500610352,4.08206653594971,207.0,53.3846168518066,378.222229003906,2255.0,59.769229888916,20.75,-20.61833,164.3894,3.0,[3],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5051,Marsdenia koniamboensis,99194-1,Apocynaceae,Marsdenia,Species,Marsdenia koniamboensis,99194-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],23.5317497253418,203.568756103516,26.1634998321533,20.7027492523193,1303.36950683594,54.1744995117188,596.622741699219,128.102005004883,42.5180053710938,110.23999786377,2.6743016242981,207.0,53.7272720336914,413.794860839844,1449.5,64.1875,21.3333339691162,-21.03778,164.8183,1.0,"[1, 3, 14, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5052,Marsdenia kuniensis,77178902-1,Apocynaceae,Marsdenia,Species,Marsdenia kuniensis,77178902-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],23.111499786377,178.341506958008,25.4200000762939,20.8117504119873,1655.41845703125,35.8930015563965,627.505004882812,250.708251953125,13.110803604126,2.66000008583069,0.108007580041885,462.333343505859,53.3333320617676,379.5,1279.0,59.0,25.125,-22.58734,167.5223,1.0,[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5054,Marsdenia lacicola,985186-1,Apocynaceae,Marsdenia,Species,Marsdenia lacicola,985186-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['BIS'],16.9657497406006,33.4837493896484,17.2474994659424,16.4412498474121,5102.8525390625,15.2150001525879,1595.34680175781,1089.30200195312,1251.11083984375,1580.80004882812,5.87728691101074,476.229156494141,51.5416679382324,943.979187011719,1386.75,126.4375,32.5625,-5.483333,151.27,15.0,[15],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5059,Marsdenia liisae,937931-1,Apocynaceae,Marsdenia,Species,Marsdenia liisae,937931-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NSW'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5068,Marsdenia lyonsioides,99213-1,Apocynaceae,Marsdenia,Species,Marsdenia lyonsioides,99213-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],21.1182498931885,240.5681228637695,24.0699996948242,17.9475002288818,1708.02197265625,51.7254981994629,775.913757324219,200.423751831055,238.0263137817385,379.334991455078,5.336740016937256,241.95832824707,53.0625,412.604156494141,1195.5,70.0,23.5,-21.640555,165.84210000000002,1.0,"[1, 14]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5069,Marsdenia macfadyenii,153580-2,Apocynaceae,Marsdenia,Species,Marsdenia macfadyenii,153580-2,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['JAM'],25.0639991760254,99.739501953125,26.2714996337891,23.7089996337891,1749.24450683594,48.1127510070801,693.17626953125,202.122497558594,39.2576179504395,247.065002441406,4.56765794754028,508.416656494141,60.75,466.222229003906,1836.0,73.75,28.6666660308838,17.92011,-76.6187,2.0,[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5070,Marsdenia mackeeorum,77164442-1,Apocynaceae,Marsdenia,Species,Marsdenia mackeeorum,77164442-1,0.0,,,0.0,,,0.0,0.0,0.0,1.0,['NWC'],21.6459999084473,208.042495727539,24.286750793457,18.9657497406006,2554.54235839844,41.88937568664555,1021.1716308593776,374.112258911133,233.885040283203,227.919998168945,3.520974397659305,240.972229003906,52.4848480224609,416.57221984863247,672.375,67.9448051452637,24.0625,-22.160975,166.7518,1.0,"[1, 14]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5072,Marsdenia macroglossa,153582-2,Apocynaceae,Marsdenia,Species,Marsdenia macroglossa,153582-2,0.0,,,0.0,,,0.0,0.0,0.0,0.0,"['LEE', 'WIN']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5083,Marsdenia microstoma,99229-1,Apocynaceae,Marsdenia,Species,Marsdenia microstoma,99229-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],23.6433744430542,211.0063705444335,26.2229995727539,20.87374973297115,1173.33026123047,55.64149856567385,543.6161193847655,118.728126525879,74.7534637451172,48.65250015258791,1.43782699108124,193.9375,53.878471374511705,397.38957214355503,1632.125,58.4479160308838,21.625,-20.91,164.6014,3.0,"[1, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5090,Marsdenia neocaledonica,77164443-1,Apocynaceae,Marsdenia,Species,Marsdenia neocaledonica,77164443-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],23.7549991607666,206.692245483398,26.2824993133545,21.044750213623,1108.07946777344,53.8764991760254,498.416748046875,109.354248046875,60.1301956176758,43.7174987792969,1.38336479663849,207.0,53.790864944458,393.979156494141,1902.625,59.769229888916,20.40625,-20.76139,164.4544,3.0,"[3, 2, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5091,Marsdenia neomicrostoma,77178903-1,Apocynaceae,Marsdenia,Species,Marsdenia neomicrostoma,77178903-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],23.5317497253418,215.320495605469,26.1634998321533,20.7027492523193,1238.5810546875,54.5977516174316,588.815490722656,135.301254272461,78.540168762207,71.7574996948242,1.98304450511932,195.66667175293,53.8125,400.799987792969,1863.25,60.3333320617676,21.0,-20.8,164.5076,3.0,"[3, 1, 2, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5095,Marsdenia nigriflora,99237-1,Apocynaceae,Marsdenia,Species,Marsdenia nigriflora,99237-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],21.797624588012702,208.042495727539,24.4573755264282,19.10375022888185,1676.07763671875,41.0812511444092,713.696258544922,234.24787902832048,74.4542922973633,184.0625,3.520974397659305,228.652778625488,52.742424011230455,406.0625,886.625,66.40909194946289,23.59375,-22.250135,166.79915,1.0,"[1, 14]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5105,Marsdenia oubatchensis,99244-1,Apocynaceae,Marsdenia,Species,Marsdenia oubatchensis,99244-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],23.8605003356934,188.953994750977,26.2112503051758,21.3832492828369,1517.92944335938,55.8294982910156,698.414489746094,155.609756469727,50.7423820495605,86.0100021362305,2.57637023925781,207.33332824707,53.6458339691162,399.277770996094,2288.33325195312,56.90625,20.1666660308838,-20.30361,164.3703,3.0,"[3, 2, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5115,Marsdenia paulforsteri,77164444-1,Apocynaceae,Marsdenia,Species,Marsdenia paulforsteri,77164444-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],20.6009998321533,231.884994506836,23.5222492218018,17.6012496948242,1608.62670898438,43.036750793457,651.478759765625,226.372253417969,222.847640991211,386.135009765625,7.12402868270874,263.111114501953,53.523811340332,447.555541992188,837.5,68.0714263916016,25.25,-22.15333,166.5333,1.0,"[1, 14]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5128,Marsdenia pseudoparsonsia,99262-1,Apocynaceae,Marsdenia,Species,Marsdenia pseudoparsonsia,99262-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5136,Marsdenia raoulii,99267-1,Apocynaceae,Marsdenia,Species,Marsdenia raoulii,99267-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],20.234375,240.22575378417952,23.19362449645995,17.1138744354248,1727.48858642578,48.92949867248535,763.3890075683595,216.253875732422,304.814407348633,506.18498229980446,7.76257085800171,276.1250076293945,52.9583320617676,450.46875,936.75,73.9375,23.125,-21.66583,166.09045,1.0,"[1, 14]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5141,Marsdenia robusta,99274-1,Apocynaceae,Marsdenia,Species,Marsdenia robusta,99274-1,0.0,,,0.0,,,0.0,0.0,0.0,1.0,['SOC'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5147,Marsdenia sarcoloboides,99285-1,Apocynaceae,Marsdenia,Species,Marsdenia sarcoloboides,99285-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5156,Marsdenia speciosa,99296-1,Apocynaceae,Marsdenia,Species,Marsdenia speciosa,99296-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],21.1182498931885,237.737503051758,24.0699996948242,17.9475002288818,1935.69555664062,53.1762504577637,885.607482910156,224.973251342773,208.080337524414,379.334991455078,5.3648509979248,241.95832824707,52.7708320617676,412.604156494141,1290.75,70.5,21.875,-21.42889,165.5569,1.0,[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5166,Marsdenia suaveolens,99309-1,Apocynaceae,Marsdenia,Species,Marsdenia suaveolens,99309-1,0.0,,,0.0,,,0.0,0.0,0.0,1.0,['NSW'],16.4190006256104,368.384735107422,20.69850063323976,11.487250328064,1039.845703125,22.3665008544922,336.201263427734,181.709503173828,103.2880859375,139.5625,1.72134566307068,209.97917175293,53.1041679382324,374.512817382812,1173.25,60.5999984741211,18.75,-34.0344,150.6903,15.0,"[15, 14, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5185,Marsdenia troyana,153618-2,Apocynaceae,Marsdenia,Species,Marsdenia troyana,153618-2,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['JAM'],24.5507507324219,110.821002960205,25.9537506103516,23.113000869751,1685.84234619141,45.569999694824205,619.9358825683595,187.5699996948245,258.238220214844,399.787506103516,2.290207624435425,318.443115234375,56.3541679382324,500.4374847412111,1519.5,77.09375,30.0,18.31273,-77.70214,1.0,[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5188,Marsdenia tubulosa,99335-1,Apocynaceae,Marsdenia,Species,Marsdenia tubulosa,99335-1,0.0,,,0.0,,,0.0,0.0,0.0,1.0,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5190,Marsdenia tylophoroides,99336-1,Apocynaceae,Marsdenia,Species,Marsdenia tylophoroides,99336-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],21.5902500152588,237.634002685547,24.4747505187988,18.4190006256104,1993.71374511719,53.9235000610352,912.052490234375,239.417007446289,208.080337524414,323.942504882812,5.10929203033447,239.488891601562,53.0444450378418,442.041656494141,1248.0,70.0,21.8125,-21.015,165.1658,1.0,"[1, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5194,Marsdenia variifolia,99342-1,Apocynaceae,Marsdenia,Species,Marsdenia variifolia,99342-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],22.7257499694824,231.255249023438,25.4740009307861,19.625,1555.29553222656,57.0610008239746,734.585998535156,161.714996337891,24.1578941345215,202.722503662109,4.99663209915161,197.063491821289,53.2976188659668,386.7111206054685,2011.5,60.0,21.375,-20.92278,164.68015,1.0,[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5199,Marsdenia vieillardii,99346-1,Apocynaceae,Marsdenia,Species,Marsdenia vieillardii,99346-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
5206,Marsdenia weberlingiana,77164446-1,Apocynaceae,Marsdenia,Species,Marsdenia weberlingiana,77164446-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1808185705558949,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
